id,destination,track,geom,id_color,"""cost""","""number""",route_color
D003,Jambu Air,Pasar Bawah-Sp.Jambu Air via Tangah Jua           ,"ST_GeomFromText(MULTILINESTRING ((100.37131 -0.302261, 100.371481 -0.302462, 100.371607 -0.302591, 100.371704 -0.302726, 100.371785 -0.302927, 100.371815 -0.303168, 100.371806 -0.303444, 100.371761 -0.303753, 100.371734 -0.30393, 100.371538 -0.304333, 100.371391 -0.304624, 100.371241 -0.304831, 100.371082 -0.304981, 100.370959 -0.305086, 100.370803 -0.305177, 100.370676 -0.305264, 100.370529 -0.305381, 100.370415 -0.305582, 100.37034 -0.30578, 100.370418 -0.306092, 100.370553 -0.306432, 100.370713 -0.306939, 100.370974 -0.307762, 100.371163 -0.308378, 100.371451 -0.309159, 100.371698 -0.309798, 100.372052 -0.31069, 100.372403 -0.311546, 100.372791 -0.312528, 100.373178 -0.313525, 100.373791 -0.314858, 100.374127 -0.315507, 100.375376 -0.317279, 100.376511 -0.318882, 100.376681 -0.319159, 100.376867 -0.319147, 100.377264 -0.319192, 100.377609 -0.319213, 100.377972 -0.319279, 100.378288 -0.319357, 100.378936 -0.319516, 100.379585 -0.319717, 100.380097 -0.319855, 100.380229 -0.320202, 100.380487 -0.320854, 100.380628 -0.321265, 100.380661 -0.321515, 100.380771 -0.322203, 100.380807 -0.323047, 100.380882 -0.323545, 100.380912 -0.323879, 100.380973 -0.324539, 100.38103 -0.325122, 100.381062 -0.325727, 100.380568 -0.325598, 100.380006 -0.325445, 100.379553 -0.325358, 100.379442 -0.325355, 100.379186 -0.323916, 100.379093 -0.32343, 100.379081 -0.323316, 100.378454 -0.322108, 100.378054 -0.321382, 100.37773 -0.320889, 100.377331 -0.320267, 100.376616 -0.319141, 100.376418 -0.31882, 100.375766 -0.317889, 100.374835 -0.316589, 100.374463 -0.316024, 100.374039 -0.31543, 100.373766 -0.314868, 100.373406 -0.314111, 100.372904 -0.312889, 100.372661 -0.312273, 100.372351 -0.311502, 100.371976 -0.310568, 100.371817 -0.310159, 100.371514 -0.309367, 100.371189 -0.308565, 100.371033 -0.308294, 100.36991 -0.307222, 100.369685 -0.307036, 100.369471 -0.306964, 100.369009 -0.306853, 100.368553 -0.30673, 100.368075 -0.306532, 100.367667 -0.306333, 100.367613 -0.306243, 100.367721 -0.305511, 100.367796 -0.305339, 100.36803 -0.305378, 100.368063 -0.305384, 100.368366 -0.303502, 100.368417 -0.303159, 100.368523 -0.302237, 100.368574 -0.301481, 100.368592 -0.300859, 100.368697 -0.299946, 100.368691 -0.299469, 100.368697 -0.299324, 100.368964 -0.299324, 100.369276 -0.299372, 100.370189 -0.29945, 100.370796 -0.299757, 100.371015 -0.299955, 100.371589 -0.300138, 100.371673 -0.300192, 100.371763 -0.300429, 100.371742 -0.30064, 100.371658 -0.30082, 100.371399 -0.301102, 100.371048 -0.301381, 100.37097 -0.301484, 100.370946 -0.301727, 100.371021 -0.302012, 100.371177 -0.302213, 100.37131 -0.302261)))",1,3000,3,Deeppink
B003,Gulai Bancah,Pasar Bawah - Gulai Bancah/Balaikota,"ST_GeomFromText(MULTILINESTRING ((100.372685 -0.303487, 100.373772 -0.303397, 100.374825 -0.303622, 100.376339 -0.303234, 100.376369 -0.303144, 100.375728 -0.30211, 100.375646 -0.301997, 100.37532 -0.301435, 100.375085 -0.300997, 100.374729 -0.300339, 100.374643 -0.300187, 100.374536 -0.300138, 100.374362 -0.300118, 100.374332 -0.299844, 100.374332 -0.298894, 100.374351 -0.298238, 100.374351 -0.297779, 100.374465 -0.297195, 100.374497 -0.296904, 100.374564 -0.295932, 100.374615 -0.295396, 100.374662 -0.294963, 100.374782 -0.293951, 100.374828 -0.293268, 100.374863 -0.292597, 100.374899 -0.291973, 100.374927 -0.291578, 100.37491 -0.291332, 100.374822 -0.291304, 100.374391 -0.291426, 100.373844 -0.291576, 100.373692 -0.291608, 100.373638 -0.2914, 100.373462 -0.290808, 100.373314 -0.290407, 100.373136 -0.290052, 100.372941 -0.289597, 100.37275 -0.289119, 100.372553 -0.288834, 100.372274 -0.28842, 100.371989 -0.288066, 100.371743 -0.287815, 100.371224 -0.287528, 100.370737 -0.28718, 100.370507 -0.28703, 100.370467 -0.286923, 100.370332 -0.286685, 100.370229 -0.286372, 100.370124 -0.285937, 100.370044 -0.285638, 100.369995 -0.284686, 100.369958 -0.284461, 100.369821 -0.28412, 100.369512 -0.283694, 100.36906 -0.282977, 100.368729 -0.283214, 100.36834 -0.283448, 100.36819 -0.283622, 100.36836 -0.284123, 100.3686 -0.284632, 100.368658 -0.2849, 100.368639 -0.285127, 100.368645 -0.285447, 100.368649 -0.285702, 100.368579 -0.285833, 100.368418 -0.285944, 100.367858 -0.286036, 100.367496 -0.286081, 100.367358 -0.286068, 100.36721 -0.286006, 100.36712 -0.285925, 100.367129 -0.285813, 100.367296 -0.285721, 100.367341 -0.285667, 100.367373 -0.285515, 100.367433 -0.285416, 100.367633 -0.285371, 100.368008 -0.285318, 100.36836 -0.285307, 100.368491 -0.285303, 100.368564 -0.285262, 100.368587 -0.284906, 100.368518 -0.284606, 100.368368 -0.284297, 100.36825 -0.284038, 100.368175 -0.28365, 100.368163 -0.283605, 100.36831 -0.283414, 100.36845 -0.283328, 100.369074 -0.282942, 100.369248 -0.283216, 100.369659 -0.283853, 100.369844 -0.284119, 100.369949 -0.284376, 100.370013 -0.28466, 100.370024 -0.284898, 100.370067 -0.28564, 100.370219 -0.286251, 100.370356 -0.286695, 100.370489 -0.286918, 100.370577 -0.287033, 100.370714 -0.287136, 100.371469 -0.287636, 100.371763 -0.287805, 100.371952 -0.287994, 100.372196 -0.28829, 100.37246 -0.288652, 100.372788 -0.289131, 100.373011 -0.289686, 100.373225 -0.290156, 100.373339 -0.290355, 100.373528 -0.29093, 100.373719 -0.291577, 100.374669 -0.291316, 100.374847 -0.291273, 100.374954 -0.291326, 100.374939 -0.291843, 100.374924 -0.292246, 100.37487 -0.292894, 100.374834 -0.293544, 100.374772 -0.29426, 100.374699 -0.294873, 100.37463 -0.295523, 100.374581 -0.296306, 100.374493 -0.297217, 100.374373 -0.297774, 100.374377 -0.298604, 100.374347 -0.299378, 100.374358 -0.299897, 100.374396 -0.300099, 100.374581 -0.300125, 100.374692 -0.300191, 100.374988 -0.300777, 100.375299 -0.301304, 100.37567 -0.301947, 100.376043 -0.302503, 100.376378 -0.303054, 100.376436 -0.303174, 100.376376 -0.303307, 100.375275 -0.303581, 100.374752 -0.303691, 100.373751 -0.303463, 100.372726 -0.303547, 100.372685 -0.303487)))",3,3000,-    ,Blueviolet
13,Tabek Gadang,Pasar Bawah - Tabek Gadang,"ST_GeomFromText(MULTILINESTRING ((100.380376 -0.300279, 100.380801 -0.300748, 100.381189 -0.301172, 100.381681 -0.301711, 100.381976 -0.302082, 100.382439 -0.302578, 100.382641 -0.302812, 100.382784 -0.302989, 100.38289 -0.30311, 100.383024 -0.303259, 100.38311 -0.303385, 100.383261 -0.303593, 100.383619 -0.304104, 100.383828 -0.304408, 100.384168 -0.304904, 100.384456 -0.305312, 100.384657 -0.305598, 100.384967 -0.306025, 100.385098 -0.306217, 100.385362 -0.306591, 100.385658 -0.307053, 100.386033 -0.307581, 100.386152 -0.307734, 100.38607 -0.307748, 100.385616 -0.307778, 100.385352 -0.307823, 100.385066 -0.307942, 100.384622 -0.308182, 100.384413 -0.308192, 100.384095 -0.308171, 100.383958 -0.308286, 100.383869 -0.308512, 100.383856 -0.308602, 100.383837 -0.309022, 100.383809 -0.309196, 100.38375 -0.3094, 100.383591 -0.309809, 100.383559 -0.309832, 100.383503 -0.309898, 100.383272 -0.310165, 100.383072 -0.310329, 100.382921 -0.310478, 100.382639 -0.310728, 100.382349 -0.310984, 100.381969 -0.311264, 100.381575 -0.311559, 100.381387 -0.311619, 100.381191 -0.311616, 100.380219 -0.311554, 100.380243 -0.311349, 100.380061 -0.311303, 100.379979 -0.311249, 100.379902 -0.310938, 100.379818 -0.310825, 100.3797 -0.310644, 100.37967 -0.310507, 100.379543 -0.310332, 100.379269 -0.310057, 100.379221 -0.310084, 100.37903 -0.310203, 100.378756 -0.310329, 100.378531 -0.310399, 100.378433 -0.310474, 100.378324 -0.310483, 100.378112 -0.310467, 100.378055 -0.31069, 100.378001 -0.310929, 100.377983 -0.311145, 100.377912 -0.311191, 100.377671 -0.311156, 100.376974 -0.311011, 100.376697 -0.311059, 100.376554 -0.310814, 100.376419 -0.310628, 100.376226 -0.310389, 100.375913 -0.310173, 100.375724 -0.310073, 100.375545 -0.310004, 100.375165 -0.309872, 100.375106 -0.309855, 100.374807 -0.309726, 100.374573 -0.3096, 100.374309 -0.309451, 100.374249 -0.309417, 100.373843 -0.30925, 100.373571 -0.309198, 100.373405 -0.309132, 100.372928 -0.308945, 100.372506 -0.308779, 100.372226 -0.308685, 100.372185 -0.308699, 100.372011 -0.308532, 100.37168 -0.308182, 100.371583 -0.307971, 100.371526 -0.307851, 100.371466 -0.307635, 100.371416 -0.307376, 100.371413 -0.307113, 100.371451 -0.306911, 100.371496 -0.306707, 100.371548 -0.306537, 100.371733 -0.305951, 100.371825 -0.305601, 100.371924 -0.305227, 100.372011 -0.304874, 100.371803 -0.304795), (100.380422 -0.30033, 100.380284 -0.300181, 100.379943 -0.299819, 100.379617 -0.299449, 100.379281 -0.299075, 100.378974 -0.298642, 100.378634 -0.298734, 100.377941 -0.298895, 100.377283 -0.29906, 100.376659 -0.299216, 100.376115 -0.299328, 100.375768 -0.299412, 100.375108 -0.299725, 100.375027 -0.299764, 100.374618 -0.300014, 100.374093 -0.300348, 100.37332 -0.300875, 100.372588 -0.301364, 100.371883 -0.301841, 100.371281 -0.302263, 100.371606 -0.302672, 100.371705 -0.302853, 100.371762 -0.303096, 100.371756 -0.303505, 100.371705 -0.30389, 100.3716 -0.304159, 100.371359 -0.304564, 100.371477 -0.304616, 100.371539 -0.304608, 100.371574 -0.304669, 100.371795 -0.304801)))",1,3000,8,Blue
C001,Panorama Baru,Pasar Bawah - Panorama Baru,"ST_GeomFromText(MULTILINESTRING ((100.371846 -0.301856, 100.373231 -0.300891, 100.374342 -0.300136, 100.374312 -0.299767, 100.374342 -0.297863, 100.374466 -0.297147, 100.374514 -0.296418, 100.373068 -0.296135, 100.372622 -0.296092, 100.372043 -0.2961, 100.371726 -0.296023, 100.370941 -0.295984, 100.370662 -0.295929, 100.370495 -0.29595, 100.370388 -0.295997, 100.370105 -0.296079, 100.369929 -0.296216, 100.36922 -0.296314, 100.369175 -0.296359, 100.369083 -0.296762, 100.368952 -0.297214, 100.368886 -0.297264, 100.368371 -0.297244, 100.368161 -0.297274, 100.368465 -0.29878, 100.367496 -0.299114, 100.36699 -0.299217, 100.365952 -0.298908, 100.365223 -0.298634, 100.365266 -0.298179, 100.365266 -0.297776, 100.365146 -0.297493, 100.364976 -0.297349, 100.364355 -0.297208, 100.364033 -0.297199, 100.363334 -0.297015, 100.362819 -0.296766, 100.362129 -0.296341, 100.361545 -0.296054, 100.360894 -0.295672, 100.360563 -0.295428, 100.360253 -0.295013, 100.359203 -0.29425, 100.358725 -0.293909, 100.358392 -0.293437, 100.358073 -0.292912, 100.357813 -0.292543, 100.357637 -0.292328, 100.357363 -0.292067, 100.356994 -0.291715, 100.356816 -0.291479, 100.356758 -0.291344, 100.356722 -0.290789, 100.356647 -0.290581, 100.356278 -0.290242, 100.356005 -0.289985, 100.355701 -0.289674, 100.355461 -0.289397, 100.355223 -0.28912, 100.35488 -0.288614, 100.354631 -0.288207, 100.354575 -0.288136, 100.354451 -0.288115, 100.354144 -0.288207, 100.353863 -0.288288, 100.353584 -0.28832, 100.353243 -0.288305, 100.352862 -0.288224, 100.352287 -0.28801, 100.351826 -0.287829, 100.351286 -0.287613, 100.350627 -0.287375, 100.349898 -0.287096, 100.34924 -0.28704, 100.348509 -0.286987, 100.347814 -0.287062, 100.346853 -0.287214, 100.346624 -0.287188, 100.345783 -0.286811, 100.345465 -0.2867, 100.345327 -0.286158, 100.345304 -0.286057, 100.345199 -0.285937, 100.344695 -0.285555, 100.344328 -0.285272, 100.343745 -0.284826, 100.343077 -0.284392, 100.342489 -0.283772, 100.342374 -0.283571, 100.342322 -0.283099, 100.342206 -0.282692, 100.342005 -0.282314, 100.341838 -0.282108, 100.341666 -0.282031, 100.341259 -0.281945, 100.341023 -0.281894, 100.340727 -0.281864, 100.340058 -0.281782, 100.338931 -0.281533, 100.339124 -0.281548, 100.340136 -0.281762, 100.341461 -0.281942, 100.341817 -0.282041, 100.342087 -0.282345, 100.342315 -0.282954, 100.342405 -0.28349, 100.342423 -0.283594, 100.342624 -0.283884, 100.343083 -0.284371, 100.343431 -0.284589, 100.343988 -0.284971, 100.344557 -0.285417, 100.345247 -0.285942, 100.345335 -0.286065, 100.3455 -0.286691, 100.345865 -0.286819, 100.346469 -0.287096, 100.346634 -0.287165, 100.346877 -0.287186, 100.34719 -0.287141, 100.347988 -0.287021, 100.348517 -0.286967, 100.349607 -0.287045, 100.349905 -0.287077, 100.350192 -0.287186, 100.351174 -0.287551, 100.352296 -0.287984, 100.352862 -0.288207, 100.353216 -0.28828, 100.353582 -0.288297, 100.353883 -0.288263, 100.35441 -0.288106, 100.354455 -0.288097, 100.354588 -0.288121, 100.354629 -0.288158, 100.355043 -0.288822, 100.355577 -0.289487, 100.355836 -0.289787, 100.356304 -0.290225, 100.356662 -0.290574, 100.356732 -0.290739, 100.356788 -0.291344, 100.35684 -0.291483, 100.357028 -0.291721, 100.357442 -0.292116, 100.357702 -0.292369, 100.357916 -0.292652, 100.358154 -0.292995, 100.358328 -0.29327, 100.358639 -0.293752, 100.358767 -0.293909, 100.359308 -0.29429, 100.359913 -0.294736, 100.360299 -0.295032, 100.360607 -0.295444, 100.360865 -0.29562, 100.361607 -0.296049, 100.361915 -0.296203, 100.362876 -0.296774, 100.363314 -0.296992, 100.363777 -0.297117, 100.364609 -0.297232, 100.365012 -0.297331, 100.365188 -0.297511, 100.365308 -0.29782, 100.365291 -0.298202, 100.365291 -0.298618, 100.366007 -0.298884, 100.366727 -0.299102, 100.366421 -0.300082, 100.366121 -0.301082, 100.365773 -0.302244, 100.36561 -0.302681, 100.365319 -0.303337, 100.365177 -0.303771, 100.365237 -0.304538, 100.365462 -0.30584, 100.365471 -0.306312, 100.36508 -0.307247, 100.365046 -0.307384, 100.365153 -0.307607, 100.365308 -0.307727, 100.365462 -0.307731, 100.366024 -0.307461, 100.36626 -0.307435, 100.366766 -0.307671, 100.367298 -0.307718, 100.367662 -0.307727, 100.368207 -0.307787, 100.36876 -0.307714, 100.369073 -0.307628, 100.369348 -0.307435, 100.369567 -0.307204, 100.369524 -0.307015, 100.369266 -0.306959, 100.36873 -0.306818, 100.368263 -0.306663, 100.367842 -0.306453, 100.367628 -0.306355, 100.367572 -0.306234, 100.367684 -0.305484, 100.367782 -0.305295, 100.368057 -0.305342, 100.368246 -0.304219, 100.368439 -0.302906, 100.36855 -0.30153, 100.368537 -0.300758, 100.368683 -0.299917, 100.368657 -0.299463, 100.368765 -0.299325, 100.369112 -0.299338, 100.369339 -0.299398, 100.369867 -0.299403, 100.370214 -0.299445, 100.370806 -0.299741, 100.371008 -0.299934, 100.371312 -0.300016, 100.371664 -0.300157, 100.371741 -0.300436, 100.37172 -0.300629, 100.371587 -0.300942, 100.371239 -0.301268, 100.371093 -0.301367, 100.37102 -0.301457, 100.370973 -0.301534, 100.370965 -0.301736, 100.371025 -0.301963, 100.371145 -0.302156, 100.371308 -0.302229, 100.371846 -0.301856)))",4,3000,-    ,Crimson
A004,Garegeh,Pasar Bawah - Koto Selayan via Simpang Garegeh,"ST_GeomFromText(MULTILINESTRING ((100.372777 -0.303505, 100.373756 -0.30343, 100.374786 -0.30364, 100.374837 -0.303646, 100.375267 -0.303544, 100.375918 -0.303381, 100.37636 -0.303264, 100.376399 -0.303144, 100.375952 -0.302406, 100.375711 -0.302046, 100.375636 -0.301929, 100.375508 -0.30172, 100.375332 -0.301415, 100.375178 -0.301139, 100.375008 -0.30083, 100.374576 -0.299993, 100.375203 -0.299642, 100.375612 -0.299462, 100.376362 -0.299234, 100.377155 -0.299032, 100.378059 -0.298819, 100.379065 -0.298588, 100.380266 -0.298294, 100.381678 -0.297963, 100.382807 -0.297699, 100.383699 -0.297474, 100.384516 -0.297264, 100.385179 -0.29711, 100.385834 -0.297002, 100.386588 -0.296924, 100.387717 -0.296795, 100.388969 -0.29666, 100.390189 -0.296528, 100.391759 -0.296351, 100.391975 -0.296321, 100.39202 -0.296318, 100.392081 -0.296441, 100.392201 -0.296582, 100.392387 -0.296816, 100.392471 -0.296897, 100.39269 -0.297351, 100.392846 -0.297696, 100.39305 -0.297936, 100.393138 -0.298083, 100.393177 -0.298182, 100.393309 -0.298705, 100.39336 -0.298861, 100.393648 -0.299291, 100.393678 -0.299336, 100.393663 -0.299504, 100.393627 -0.299645, 100.393549 -0.299786, 100.393435 -0.299906, 100.393333 -0.299993, 100.393225 -0.300065, 100.393096 -0.300225, 100.393023 -0.300681, 100.393008 -0.300756, 100.392945 -0.300825, 100.392813 -0.300885, 100.392567 -0.300906, 100.392441 -0.300906, 100.392369 -0.300933, 100.392288 -0.301002, 100.392105 -0.301318, 100.391945 -0.30157, 100.391855 -0.301705, 100.391822 -0.301813, 100.391723 -0.302288, 100.391363 -0.303029, 100.391011 -0.303504, 100.390561 -0.303996, 100.390369 -0.304264, 100.390333 -0.304459, 100.3904 -0.304813, 100.390409 -0.304903, 100.39034 -0.304999, 100.390196 -0.305035, 100.389983 -0.305071, 100.389674 -0.305107, 100.3894 -0.305222, 100.389256 -0.305336, 100.388755 -0.305873, 100.388472 -0.306068, 100.388406 -0.306134, 100.388429 -0.306267, 100.388612 -0.3066, 100.388879 -0.307035, 100.389119 -0.307423, 100.389252 -0.307663, 100.389513 -0.308183, 100.389588 -0.308282, 100.389681 -0.308393, 100.38978 -0.308498, 100.389819 -0.308591, 100.389837 -0.308669, 100.389834 -0.308789, 100.389678 -0.309174, 100.389702 -0.30969, 100.389828 -0.310498, 100.38987 -0.31102, 100.389894 -0.311456, 100.389951 -0.311771, 100.39008 -0.312225, 100.390279 -0.312807, 100.39039 -0.313114, 100.390393 -0.313483, 100.390385 -0.313647, 100.39038 -0.313899, 100.390428 -0.314334, 100.390479 -0.31474, 100.390547 -0.315153, 100.39055 -0.315439, 100.390517 -0.315435, 100.390508 -0.315108, 100.390376 -0.314084, 100.390351 -0.313867, 100.39037 -0.313288, 100.390373 -0.313123, 100.390255 -0.312825, 100.39003 -0.312144, 100.389931 -0.311762, 100.389886 -0.311543, 100.389871 -0.311384, 100.389841 -0.310966, 100.389802 -0.310528, 100.389694 -0.309804, 100.389676 -0.309741, 100.38964 -0.309198, 100.389661 -0.309098, 100.389799 -0.308774, 100.389808 -0.308657, 100.38976 -0.308522, 100.3897 -0.308462, 100.389511 -0.30827, 100.389454 -0.308165, 100.389258 -0.30775, 100.388853 -0.307053, 100.388396 -0.306261, 100.388378 -0.306092, 100.38873 -0.305846, 100.389117 -0.305429, 100.389267 -0.305264, 100.389381 -0.305186, 100.389454 -0.30514, 100.389691 -0.305065, 100.390159 -0.305017, 100.390318 -0.304954, 100.390339 -0.304903, 100.39036 -0.304819, 100.390321 -0.304636, 100.390276 -0.304462, 100.390303 -0.304357, 100.390348 -0.304237, 100.39043 -0.304098, 100.390535 -0.303972, 100.390712 -0.303768, 100.390955 -0.303525, 100.39106 -0.303402, 100.391204 -0.303225, 100.391273 -0.303113, 100.39137 -0.302954, 100.391475 -0.302738, 100.391625 -0.302453, 100.3917 -0.302294, 100.391799 -0.301804, 100.391871 -0.30163, 100.392246 -0.301014, 100.39234 -0.300915, 100.392382 -0.30087, 100.392532 -0.300876, 100.392694 -0.300867, 100.392904 -0.300828, 100.392979 -0.300753, 100.393021 -0.300504, 100.39306 -0.300276, 100.39306 -0.300198, 100.393198 -0.300065, 100.393397 -0.299885, 100.39355 -0.299744, 100.393595 -0.299627, 100.393643 -0.299432, 100.393634 -0.299324, 100.393514 -0.299152, 100.393328 -0.298876, 100.393294 -0.298795, 100.39318 -0.298282, 100.393099 -0.298074, 100.392967 -0.297891, 100.392829 -0.297726, 100.392772 -0.297633, 100.392613 -0.297258, 100.392445 -0.296909, 100.392349 -0.296801, 100.392264 -0.296699, 100.392078 -0.296471, 100.392009 -0.296348, 100.391601 -0.296405, 100.390357 -0.296555, 100.389027 -0.296699, 100.387817 -0.296831, 100.386868 -0.296936, 100.386057 -0.297017, 100.385829 -0.297053, 100.385553 -0.297083, 100.385315 -0.297122, 100.38509 -0.297164, 100.384667 -0.29727, 100.384312 -0.297363, 100.382604 -0.297789, 100.381504 -0.298047, 100.380114 -0.298387, 100.379081 -0.298639, 100.378381 -0.298804, 100.37706 -0.299122, 100.376147 -0.299336, 100.375639 -0.299492, 100.375345 -0.299645, 100.375318 -0.299717, 100.37466 -0.300107, 100.375399 -0.301498, 100.375862 -0.302285, 100.376204 -0.302873, 100.376405 -0.303183, 100.376369 -0.303276, 100.375459 -0.303513, 100.374757 -0.303675, 100.37376 -0.30345, 100.372787 -0.303522, 100.372777 -0.303505)))",1,3000,-    ,Chocolate
18,Parit Antang,Pasar Bawah - Parit Angtang via SMKN 1,"ST_GeomFromText(MULTILINESTRING ((100.371654 -0.304705, 100.371913 -0.304756, 100.372012 -0.304797, 100.371938 -0.305103, 100.371826 -0.305534, 100.371713 -0.305952, 100.371566 -0.306428, 100.371469 -0.306753, 100.371404 -0.30709, 100.371404 -0.307376, 100.371479 -0.307734, 100.37152 -0.307863, 100.371679 -0.308191, 100.371827 -0.308336, 100.372066 -0.308591, 100.372179 -0.308699, 100.37221 -0.308692, 100.372321 -0.308719, 100.372617 -0.308825, 100.372956 -0.308953, 100.373566 -0.309191, 100.373843 -0.309244, 100.374053 -0.309329, 100.374279 -0.309429, 100.374548 -0.309583, 100.374788 -0.309712, 100.375041 -0.309825, 100.375282 -0.309906, 100.375613 -0.310023, 100.375721 -0.310064, 100.375894 -0.310156, 100.37601 -0.310231, 100.376119 -0.310304, 100.376228 -0.310388, 100.376473 -0.310687, 100.376611 -0.310899, 100.376702 -0.311056, 100.3768 -0.311034, 100.376966 -0.311007, 100.377131 -0.311043, 100.377289 -0.311072, 100.377604 -0.311132, 100.377908 -0.311188, 100.377967 -0.311148, 100.377995 -0.310913, 100.378067 -0.310598, 100.378103 -0.310465, 100.378207 -0.310472, 100.37834 -0.310477, 100.37842 -0.310469, 100.378523 -0.310398, 100.378622 -0.310361, 100.378765 -0.310318, 100.378981 -0.310221, 100.379269 -0.310049, 100.379409 -0.310199, 100.379519 -0.310318, 100.379623 -0.310453, 100.37967 -0.310531, 100.379697 -0.310654, 100.379812 -0.310832, 100.379875 -0.310912, 100.379894 -0.310941, 100.379934 -0.311083, 100.379954 -0.311168, 100.379972 -0.311248, 100.380055 -0.311308, 100.380188 -0.311347, 100.380231 -0.311355, 100.380211 -0.311557, 100.381064 -0.311596, 100.3814 -0.311608, 100.38158 -0.31154, 100.382148 -0.311104, 100.383056 -0.310322, 100.383333 -0.310713, 100.383469 -0.310857, 100.383746 -0.310968, 100.384195 -0.311153, 100.384271 -0.311207, 100.384481 -0.311251, 100.385246 -0.311502, 100.385326 -0.311234, 100.385416 -0.310923, 100.385509 -0.310564, 100.385571 -0.310401, 100.385598 -0.310355, 100.385661 -0.310086, 100.386475 -0.310414, 100.386286 -0.309292, 100.385439 -0.308958, 100.384353 -0.308514, 100.384417 -0.308198, 100.384533 -0.308192, 100.384616 -0.308187, 100.384677 -0.308164, 100.384964 -0.308005, 100.38508 -0.307945, 100.38535 -0.307832, 100.385606 -0.307784, 100.385998 -0.30776, 100.386125 -0.307744, 100.386142 -0.30774, 100.3858 -0.30729, 100.385394 -0.306668, 100.385241 -0.306441, 100.384651 -0.305602, 100.38304 -0.303292, 100.382735 -0.302954, 100.382569 -0.302781, 100.382676 -0.302809, 100.382025 -0.302122, 100.382187 -0.302087, 100.382403 -0.302083, 100.382509 -0.302089, 100.382703 -0.302075, 100.382924 -0.301965, 100.383055 -0.301885, 100.383212 -0.301791, 100.383349 -0.301702, 100.383476 -0.30169, 100.383982 -0.301668, 100.384676 -0.301586, 100.385012 -0.301531, 100.385235 -0.301473, 100.385361 -0.301453, 100.385665 -0.301453, 100.3857 -0.301286, 100.385727 -0.301154, 100.38561 -0.300791, 100.385575 -0.300462, 100.385525 -0.299905, 100.385935 -0.298806, 100.386112 -0.298399, 100.386175 -0.298164, 100.386363 -0.297769, 100.3865 -0.297549, 100.386524 -0.297476, 100.386521 -0.29735, 100.386369 -0.296946, 100.385421 -0.297075, 100.384675 -0.297261, 100.383655 -0.297516, 100.382608 -0.297767, 100.381438 -0.298059, 100.378827 -0.298692, 100.378195 -0.298836, 100.376702 -0.299208, 100.376096 -0.299338, 100.375772 -0.299415, 100.37505 -0.299758, 100.374697 -0.299971, 100.374342 -0.30018, 100.374312 -0.299791, 100.374332 -0.299559, 100.374329 -0.299201, 100.374339 -0.298637, 100.374325 -0.29808, 100.374333 -0.297812, 100.3744 -0.297471, 100.374465 -0.297089, 100.374497 -0.296812, 100.374529 -0.29643, 100.374224 -0.296367, 100.373756 -0.296238, 100.373692 -0.296241, 100.373145 -0.296132, 100.372814 -0.296095, 100.372542 -0.29609, 100.37227 -0.296105, 100.37206 -0.296099, 100.37185 -0.296034, 100.371634 -0.29598, 100.371418 -0.295967, 100.370926 -0.295961, 100.370729 -0.295914, 100.370565 -0.295918, 100.370487 -0.295965, 100.370307 -0.296026, 100.3701 -0.296083, 100.369958 -0.296214, 100.369877 -0.296249, 100.369699 -0.296231, 100.369405 -0.29626, 100.369174 -0.296277, 100.369147 -0.296298, 100.369126 -0.296338, 100.369106 -0.296478, 100.368945 -0.29721, 100.368919 -0.297227, 100.368835 -0.297243, 100.368646 -0.297241, 100.368485 -0.297229, 100.368353 -0.297218, 100.368246 -0.297214, 100.368138 -0.297248, 100.368108 -0.297275, 100.368098 -0.297302, 100.368151 -0.297499, 100.36824 -0.297848, 100.368349 -0.298329, 100.368452 -0.298775, 100.368573 -0.299036, 100.368631 -0.299219, 100.368646 -0.299276, 100.369068 -0.299328, 100.369285 -0.299376, 100.369386 -0.299371, 100.370112 -0.299427, 100.370311 -0.299502, 100.370522 -0.299605, 100.370756 -0.299733, 100.371006 -0.299971, 100.371274 -0.300003, 100.371605 -0.300132, 100.371655 -0.300237, 100.371711 -0.300488, 100.371609 -0.300815, 100.37153 -0.300932, 100.371011 -0.301389, 100.370914 -0.301605, 100.37096 -0.301892, 100.371087 -0.302132, 100.371278 -0.302259, 100.371538 -0.302579, 100.371616 -0.302678, 100.3717 -0.302842, 100.371751 -0.303087, 100.371754 -0.30345), (100.371666 -0.304719, 100.37166 -0.30471, 100.371568 -0.304653, 100.371536 -0.304602, 100.371469 -0.304608, 100.371436 -0.304591, 100.37138 -0.304568, 100.371596 -0.304194, 100.371716 -0.30389, 100.371762 -0.303569, 100.371754 -0.303447)))",1,3000,18,Orangered
